,체결시간,거래량,시가,고가,저가,현재가
1536,20170918093600,6793,79800,79800,79700,79800
1535,20170918093700,27680,79800,79800,79600,79700
1534,20170918093800,16700,79700,79700,79500,79500
1533,20170918093900,17872,79600,79600,79500,79600
1532,20170918094000,7579,79600,79700,79600,79600
1531,20170918094100,25083,79600,79700,79500,79600
1530,20170918094200,30786,79600,79600,79300,79400
1529,20170918094300,7475,79400,79400,79300,79400
1528,20170918094400,17250,79400,79500,79300,79400
1527,20170918094500,13305,79400,79500,79300,79400
1526,20170918094600,15302,79400,79600,79400,79600
1525,20170918094700,4308,79600,79600,79500,79600
1524,20170918094800,4477,79500,79600,79500,79500
1523,20170918094900,31289,79500,79500,79300,79400
1522,20170918095000,3528,79400,79400,79300,79400
1521,20170918095100,2790,79300,79400,79300,79400
1520,20170918095200,35630,79300,79400,79100,79100
1519,20170918095300,26333,79100,79200,79000,79000
1518,20170918095400,29391,79100,79300,79000,79100
1517,20170918095500,2398,79100,79200,79000,79200
1516,20170918095600,4683,79200,79200,79100,79200
1515,20170918095700,7648,79200,79200,79100,79200
1514,20170918095800,4061,79200,79200,79100,79100
1513,20170918095900,2410,79100,79200,79100,79200
1512,20170918100000,6492,79200,79200,79100,79100
1511,20170918100100,10511,79200,79300,79200,79300
1510,20170918100200,3141,79300,79300,79200,79300
1509,20170918100300,13843,79300,79300,79100,79200
1508,20170918100400,4642,79200,79200,79100,79200
1507,20170918100500,3849,79200,79200,79100,79200
1506,20170918100600,24895,79200,79200,79100,79100
1505,20170918100700,18646,79100,79200,79000,79000
1504,20170918100800,27442,79100,79100,78900,78900
1503,20170918100900,15294,79000,79000,78900,78900
1502,20170918101000,7466,79000,79000,78900,79000
1501,20170918101100,36992,79000,79000,78800,78800
1500,20170918101200,26783,78800,78800,78600,78700
1499,20170918101300,7883,78700,78800,78700,78800
1498,20170918101400,5528,78800,78800,78700,78800
1497,20170918101500,19946,78800,79000,78700,79000
1496,20170918101600,9429,79000,79000,78900,78900
1495,20170918101700,15124,79000,79100,78900,79100
1494,20170918101800,9599,79100,79200,79000,79100
1493,20170918101900,5475,79100,79200,79000,79200
1492,20170918102000,12856,79200,79200,79100,79100
1491,20170918102100,1943,79100,79100,79000,79100
1490,20170918102200,4458,79100,79200,79000,79200
1489,20170918102300,4630,79200,79200,79100,79200
1488,20170918102400,1660,79200,79200,79100,79100
1487,20170918102500,8445,79200,79200,79100,79200
1486,20170918102600,3486,79200,79200,79100,79200
1485,20170918102700,9457,79200,79300,79100,79300
1484,20170918102800,6278,79300,79300,79200,79300
1483,20170918102900,15958,79300,79400,79200,79400
1482,20170918103000,1477,79400,79400,79300,79400
1481,20170918103100,11385,79400,79400,79200,79300
1480,20170918103200,4521,79300,79300,79200,79300
1479,20170918103300,6141,79300,79400,79200,79400
1478,20170918103400,7106,79400,79400,79300,79300
1477,20170918103500,1519,79400,79400,79300,79400
1476,20170918103600,746,79400,79400,79300,79400
1475,20170918103700,1766,79400,79400,79300,79300
1474,20170918103800,1528,79300,79400,79300,79400
1473,20170918103900,4040,79400,79400,79300,79400
1472,20170918104000,2763,79400,79400,79300,79400
1471,20170918104100,3448,79400,79400,79300,79400
1470,20170918104200,15064,79400,79500,79300,79500
1469,20170918104300,14988,79500,79600,79400,79500
1468,20170918104400,18025,79500,79600,79500,79600
1467,20170918104500,5405,79600,79700,79500,79700
1466,20170918104600,4317,79700,79700,79600,79600
1465,20170918104700,2896,79700,79700,79600,79600
1464,20170918104800,2452,79700,79700,79600,79600
1463,20170918104900,3119,79600,79700,79600,79700
1462,20170918105000,16332,79700,79700,79500,79500
1461,20170918105100,2852,79500,79600,79500,79600
1460,20170918105200,4243,79600,79600,79500,79600
1459,20170918105300,23258,79600,79600,79400,79400
1458,20170918105400,11934,79500,79600,79400,79600
1457,20170918105500,6783,79600,79600,79400,79500
1456,20170918105600,1298,79500,79600,79500,79600
1455,20170918105700,2969,79600,79600,79500,79600
1454,20170918105800,2224,79600,79600,79500,79500
1453,20170918105900,2330,79600,79600,79500,79500
1452,20170918110000,3129,79600,79600,79500,79500
1451,20170918110100,1253,79600,79600,79500,79500
1450,20170918110200,4178,79500,79600,79500,79500
1449,20170918110300,2662,79500,79600,79500,79600
1448,20170918110400,3084,79600,79600,79500,79600
1447,20170918110500,4147,79500,79600,79500,79500
1446,20170918110600,6188,79500,79600,79500,79600
1445,20170918110700,9557,79600,79700,79500,79700
1444,20170918110800,1827,79600,79700,79600,79600
1443,20170918110900,2605,79600,79700,79600,79700
1442,20170918111000,7037,79600,79700,79600,79700
1441,20170918111100,3708,79700,79700,79600,79700
1440,20170918111200,1150,79700,79700,79600,79700
1439,20170918111300,5544,79700,79700,79600,79700
1438,20170918111400,5339,79600,79700,79600,79700
1437,20170918111500,4462,79700,79700,79600,79700
1436,20170918111600,2798,79600,79700,79600,79700
1435,20170918111700,3858,79600,79700,79600,79700
1434,20170918111800,4361,79600,79700,79600,79600
1433,20170918111900,3101,79600,79700,79600,79700
1432,20170918112000,2129,79600,79700,79600,79600
1431,20170918112100,2783,79700,79700,79600,79700
1430,20170918112200,3916,79700,79700,79600,79600
1429,20170918112300,2620,79600,79700,79600,79700
1428,20170918112400,1452,79600,79700,79600,79700
1427,20170918112500,3174,79700,79700,79600,79600
1426,20170918112600,7251,79600,79700,79600,79700
1425,20170918112700,4001,79600,79700,79600,79600
1424,20170918112800,6158,79700,79700,79600,79600
1423,20170918112900,2831,79600,79700,79600,79700
1422,20170918113000,3697,79700,79700,79600,79700
1421,20170918113100,24029,79600,79700,79500,79600
1420,20170918113200,1576,79500,79600,79500,79600
1419,20170918113300,2442,79600,79600,79500,79500
1418,20170918113400,4034,79600,79600,79500,79500
1417,20170918113500,2035,79600,79600,79500,79500
1416,20170918113600,1548,79600,79600,79500,79600
1415,20170918113700,1115,79600,79600,79500,79600
1414,20170918113800,4045,79600,79600,79500,79500
1413,20170918113900,2784,79600,79600,79500,79600
1412,20170918114000,3419,79600,79600,79500,79600
1411,20170918114100,2575,79600,79600,79500,79600
1410,20170918114200,2474,79500,79600,79500,79600
1409,20170918114300,2534,79600,79600,79500,79600
1408,20170918114400,2926,79600,79600,79500,79600
1407,20170918114500,2191,79500,79600,79500,79600
1406,20170918114600,2057,79600,79600,79500,79600
1405,20170918114700,2190,79500,79600,79500,79600
1404,20170918114800,1492,79600,79600,79500,79600
1403,20170918114900,2379,79600,79600,79500,79500
1402,20170918115000,2907,79600,79600,79500,79600
1401,20170918115100,2185,79600,79600,79500,79600
1400,20170918115200,1991,79600,79600,79500,79600
1399,20170918115300,20773,79500,79700,79500,79700
1398,20170918115400,1116,79700,79700,79600,79600
1397,20170918115500,1419,79600,79700,79600,79700
1396,20170918115600,2758,79700,79700,79600,79600
1395,20170918115700,3584,79700,79700,79600,79700
1394,20170918115800,5423,79700,79700,79600,79600
1393,20170918115900,6467,79600,79700,79600,79700
1392,20170918120000,4229,79600,79700,79600,79600
1391,20170918120100,2678,79700,79700,79600,79700
1390,20170918120200,2132,79700,79700,79600,79700
1389,20170918120300,1171,79700,79700,79600,79600
1388,20170918120400,1832,79700,79700,79600,79700
1387,20170918120500,3362,79700,79700,79600,79700
1386,20170918120600,4328,79600,79700,79600,79700
1385,20170918120700,1749,79700,79700,79600,79600
1384,20170918120800,1827,79700,79700,79600,79700
1383,20170918120900,2321,79700,79700,79600,79600
1382,20170918121000,28056,79700,79800,79600,79700
1381,20170918121100,2066,79700,79800,79700,79800
1380,20170918121200,3663,79800,79800,79700,79800
1379,20170918121300,3932,79800,79800,79700,79800
1378,20170918121400,5205,79800,79800,79700,79700
1377,20170918121500,4123,79800,79800,79700,79800
1376,20170918121600,3265,79800,79800,79700,79800
1375,20170918121700,3706,79700,79800,79700,79800
1374,20170918121800,5626,79800,79800,79700,79800
1373,20170918121900,3826,79800,79800,79700,79800
1372,20170918122000,1746,79800,79800,79700,79700
1371,20170918122100,1958,79800,79800,79700,79800
1370,20170918122200,3181,79700,79800,79700,79800
1369,20170918122300,2879,79800,79800,79700,79800
1368,20170918122400,1567,79800,79800,79700,79800
1367,20170918122500,2192,79700,79800,79700,79800
1366,20170918122600,5096,79800,79800,79700,79700
1365,20170918122700,35065,79700,79800,79700,79800
1364,20170918122800,14365,79700,79800,79600,79600
1363,20170918122900,2428,79600,79700,79600,79700
1362,20170918123000,1834,79600,79700,79600,79700
1361,20170918123100,1603,79700,79700,79600,79600
1360,20170918123200,4316,79600,79700,79600,79600
1359,20170918123300,5718,79700,79700,79600,79700
1358,20170918123400,6835,79700,79800,79600,79800
1357,20170918123500,4459,79800,79800,79700,79800
1356,20170918123600,3603,79800,79800,79700,79800
1355,20170918123700,1534,79700,79800,79700,79800
1354,20170918123800,1393,79800,79800,79700,79800
1353,20170918123900,1831,79800,79800,79700,79800
1352,20170918124000,1698,79800,79800,79700,79800
1351,20170918124100,4271,79800,79800,79700,79800
1350,20170918124200,1707,79800,79800,79700,79800
1349,20170918124300,3274,79800,79800,79700,79800
1348,20170918124400,1681,79800,79800,79700,79700
1347,20170918124500,2698,79800,79800,79700,79800
1346,20170918124600,1573,79800,79800,79700,79800
1345,20170918124700,2000,79700,79800,79700,79800
1344,20170918124800,2605,79800,79800,79700,79700
1343,20170918124900,3170,79800,79800,79700,79800
1342,20170918125000,3007,79700,79800,79700,79800
1341,20170918125100,6994,79800,79800,79700,79700
1340,20170918125200,6562,79800,79800,79700,79800
1339,20170918125300,4277,79800,79800,79700,79800
1338,20170918125400,5685,79800,79800,79700,79800
1337,20170918125500,8953,79800,79800,79700,79800
1336,20170918125600,1935,79800,79800,79700,79800
1335,20170918125700,21752,79700,79800,79600,79700
1334,20170918125800,1945,79700,79700,79600,79700
1333,20170918125900,4733,79700,79700,79600,79700
1332,20170918130000,2956,79700,79700,79600,79700
1331,20170918130100,3507,79700,79700,79600,79700
1330,20170918130200,2723,79700,79700,79600,79600
1329,20170918130300,1683,79600,79700,79600,79700
1328,20170918130400,2487,79700,79700,79600,79600
1327,20170918130500,2122,79700,79700,79600,79700
1326,20170918130600,44912,79700,79700,79500,79600
1325,20170918130700,4121,79600,79600,79500,79600
1324,20170918130800,1469,79500,79600,79500,79500
1323,20170918130900,1384,79600,79600,79500,79600
1322,20170918131000,6298,79500,79600,79500,79500
1321,20170918131100,8372,79500,79700,79500,79600
1320,20170918131200,4364,79600,79700,79600,79700
1319,20170918131300,3419,79600,79700,79600,79700
1318,20170918131400,2384,79600,79700,79600,79700
1317,20170918131500,2633,79700,79700,79600,79600
1316,20170918131600,2425,79600,79700,79600,79700
1315,20170918131700,6964,79700,79700,79600,79600
1314,20170918131800,2621,79700,79700,79600,79700
1313,20170918131900,2928,79600,79700,79600,79700
1312,20170918132000,1740,79700,79700,79600,79600
1311,20170918132100,3129,79700,79700,79600,79600
1310,20170918132200,1884,79600,79700,79600,79700
1309,20170918132300,2016,79700,79700,79600,79700
1308,20170918132400,1656,79700,79700,79600,79700
1307,20170918132500,2923,79700,79700,79600,79600
1306,20170918132600,1985,79600,79700,79600,79700
1305,20170918132700,2479,79600,79700,79600,79700
1304,20170918132800,41780,79700,79800,79600,79700
1303,20170918132900,2542,79700,79700,79600,79700
1302,20170918133000,2055,79700,79700,79600,79700
1301,20170918133100,6673,79700,79700,79600,79700
1300,20170918133200,17938,79700,79700,79500,79500
1299,20170918133300,3221,79600,79600,79500,79500
1298,20170918133400,2902,79500,79600,79500,79500
1297,20170918133500,23509,79600,79600,79400,79400
1296,20170918133600,1793,79500,79500,79400,79500
1295,20170918133700,1829,79500,79500,79400,79500
1294,20170918133800,3516,79500,79500,79400,79500
1293,20170918133900,6082,79500,79500,79400,79500
1292,20170918134000,1854,79500,79500,79400,79500
1291,20170918134100,3916,79500,79500,79400,79500
1290,20170918134200,4146,79500,79500,79400,79400
1289,20170918134300,1653,79400,79500,79400,79500
1288,20170918134400,3222,79500,79500,79400,79500
1287,20170918134500,12602,79500,79600,79400,79600
1286,20170918134600,1841,79600,79600,79500,79600
1285,20170918134700,5565,79500,79600,79500,79500
1284,20170918134800,1766,79500,79600,79500,79600
1283,20170918134900,1233,79600,79600,79500,79600
1282,20170918135000,2107,79600,79600,79500,79500
1281,20170918135100,9000,79600,79600,79500,79600
1280,20170918135200,2216,79600,79600,79500,79500
1279,20170918135300,2504,79600,79700,79500,79600
1278,20170918135400,3813,79600,79700,79600,79700
1277,20170918135500,3130,79700,79700,79600,79600
1276,20170918135600,11845,79700,79700,79600,79700
1275,20170918135700,5987,79700,79700,79600,79600
1274,20170918135800,2261,79600,79700,79600,79700
1273,20170918135900,2627,79700,79700,79600,79600
1272,20170918140000,3403,79600,79700,79600,79700
1271,20170918140100,1966,79700,79700,79600,79700
1270,20170918140200,4500,79700,79700,79600,79700
1269,20170918140300,2932,79700,79700,79600,79700
1268,20170918140400,7501,79700,79700,79600,79700
1267,20170918140500,9152,79700,79700,79600,79600
1266,20170918140600,3164,79600,79700,79600,79700
1265,20170918140700,3593,79600,79700,79600,79700
1264,20170918140800,4032,79700,79700,79600,79600
1263,20170918140900,12427,79600,79700,79600,79600
1262,20170918141000,2217,79700,79700,79600,79700
1261,20170918141100,2477,79600,79700,79600,79700
1260,20170918141200,2634,79700,79700,79600,79600
1259,20170918141300,26781,79600,79700,79500,79600
1258,20170918141400,1931,79600,79600,79500,79600
1257,20170918141500,2482,79500,79600,79500,79500
1256,20170918141600,1902,79500,79600,79500,79600
1255,20170918141700,1455,79600,79600,79500,79600
1254,20170918141800,1945,79600,79600,79500,79500
1253,20170918141900,2335,79600,79600,79500,79600
1252,20170918142000,15870,79600,79600,79500,79600
1251,20170918142100,6085,79600,79600,79500,79600
1250,20170918142200,3789,79600,79600,79500,79500
1249,20170918142300,6626,79500,79700,79500,79700
1248,20170918142400,2698,79700,79700,79600,79600
1247,20170918142500,2687,79600,79700,79600,79700
1246,20170918142600,2101,79700,79700,79600,79700
1245,20170918142700,2371,79700,79700,79600,79700
1244,20170918142800,3646,79700,79700,79600,79600
1243,20170918142900,3535,79700,79700,79600,79700
1242,20170918143000,2713,79700,79700,79600,79700
1241,20170918143100,6145,79600,79700,79600,79600
1240,20170918143200,7391,79600,79700,79600,79700
1239,20170918143300,2796,79600,79700,79600,79600
1238,20170918143400,4532,79600,79700,79600,79700
1237,20170918143500,4736,79700,79700,79600,79600
1236,20170918143600,3254,79700,79700,79600,79600
1235,20170918143700,23426,79700,79700,79600,79600
1234,20170918143800,50462,79600,79900,79600,79900
1233,20170918143900,3633,79900,79900,79800,79900
1232,20170918144000,5084,79800,79900,79800,79900
1231,20170918144100,2840,79800,79900,79800,79900
1230,20170918144200,2964,79900,79900,79800,79900
1229,20170918144300,16061,79800,79900,79800,79800
1228,20170918144400,3637,79900,79900,79800,79800
1227,20170918144500,2214,79800,79900,79800,79900
1226,20170918144600,9428,79900,79900,79800,79900
1225,20170918144700,5664,79900,79900,79800,79800
1224,20170918144800,32879,79900,79900,79700,79800
1223,20170918144900,4776,79700,79800,79700,79800
1222,20170918145000,2468,79700,79800,79700,79700
1221,20170918145100,16085,79800,79900,79700,79800
1220,20170918145200,7010,79800,79900,79800,79800
1219,20170918145300,2470,79900,79900,79800,79900
1218,20170918145400,12106,79800,79900,79700,79700
1217,20170918145500,4533,79700,79800,79700,79800
1216,20170918145600,21124,79800,79800,79600,79700
1215,20170918145700,9348,79700,79700,79600,79700
1214,20170918145800,2379,79700,79700,79600,79700
1213,20170918145900,19959,79600,79700,79600,79700
1212,20170918150000,16565,79700,79700,79600,79600
1211,20170918150100,9438,79600,79700,79500,79600
1210,20170918150200,4446,79600,79600,79500,79600
1209,20170918150300,10412,79600,79600,79500,79500
1208,20170918150400,45267,79600,79600,79400,79400
1207,20170918150500,17835,79400,79600,79400,79500
1206,20170918150600,5144,79500,79600,79500,79600
1205,20170918150700,3843,79600,79600,79500,79500
1204,20170918150800,26063,79500,79800,79500,79700
1203,20170918150900,8333,79700,79800,79600,79600
1202,20170918151000,10925,79700,79700,79500,79600
1201,20170918151100,4788,79600,79700,79500,79500
1200,20170918151200,18984,79600,79600,79400,79400
1199,20170918151300,4977,79400,79500,79400,79400
1198,20170918151400,3626,79400,79500,79400,79500
1197,20170918151500,4288,79400,79500,79400,79400
1196,20170918151600,9667,79400,79500,79400,79500
1195,20170918151700,4834,79400,79500,79400,79400
1194,20170918151800,5568,79400,79500,79400,79500
1193,20170918151900,31810,79500,79500,79400,79500
1192,20170918153000,97697,79700,79700,79700,79700
1191,20170918153500,13939,79700,79700,79700,79700
1190,20170919090000,201784,80100,80100,79800,79800
1189,20170919090100,113434,79800,79900,79400,79600
1188,20170919090200,28347,79500,80000,79500,80000
1187,20170919090300,64940,80000,80400,79900,80400
1186,20170919090400,40390,80400,80500,80300,80400
1185,20170919090500,36950,80400,80400,80100,80200
1184,20170919090600,34458,80100,80200,80000,80000
1183,20170919090700,28272,80100,80100,79900,79900
1182,20170919090800,23531,79900,80000,79700,79700
1181,20170919090900,26899,79800,80000,79700,80000
1180,20170919091000,27069,80000,80300,79900,80200
1179,20170919091100,8145,80300,80300,80200,80200
1178,20170919091200,17054,80300,80300,80100,80100
1177,20170919091300,12651,80200,80200,80100,80100
1176,20170919091400,30302,80100,80100,79800,79800
1175,20170919091500,22589,79900,79900,79700,79700
1174,20170919091600,39330,79700,79800,79600,79600
1173,20170919091700,24380,79600,79700,79500,79500
1172,20170919091800,30543,79500,79600,79400,79500
1171,20170919091900,29196,79500,79500,79400,79500
1170,20170919092000,28523,79400,79700,79400,79700
1169,20170919092100,16360,79700,79700,79500,79600
1168,20170919092200,18726,79600,79700,79500,79700
1167,20170919092300,3590,79700,79700,79600,79700
1166,20170919092400,5738,79600,79700,79600,79600
1165,20170919092500,39007,79700,79700,79300,79400
1164,20170919092600,17370,79300,79400,79300,79300
1163,20170919092700,7854,79400,79400,79300,79300
1162,20170919092800,20264,79400,79400,79200,79300
1161,20170919092900,20705,79300,79400,79200,79400
1160,20170919093000,12131,79300,79600,79300,79600
1159,20170919093100,6533,79600,79700,79600,79700
1158,20170919093200,12639,79700,79800,79600,79800
1157,20170919093300,13191,79800,80000,79800,80000
1156,20170919093400,21762,79900,80000,79900,80000
1155,20170919093500,17300,80000,80200,79900,80100
1154,20170919093600,21958,80100,80200,80000,80100
1153,20170919093700,6826,80100,80200,80000,80100
1152,20170919093800,16363,80100,80100,79700,79700
1151,20170919093900,14169,79800,80000,79700,79900
1150,20170919094000,6605,79900,80000,79800,79900
1149,20170919094100,11438,79800,80000,79800,79900
1148,20170919094200,22187,79900,80000,79800,79900
1147,20170919094300,8441,79900,80000,79800,79900
1146,20170919094400,9911,79900,79900,79700,79800
1145,20170919094500,8474,79800,79800,79700,79800
1144,20170919094600,18306,79800,79800,79600,79600
1143,20170919094700,15501,79600,79600,79400,79500
1142,20170919094800,14379,79400,79500,79400,79400
1141,20170919094900,17293,79500,79600,79400,79500
1140,20170919095000,7115,79600,79600,79500,79600
1139,20170919095100,11951,79600,79800,79600,79800
1138,20170919095200,2801,79700,79800,79700,79700
1137,20170919095300,12403,79700,79800,79600,79600
1136,20170919095400,1051,79600,79600,79500,79600
1135,20170919095500,6894,79500,79600,79500,79600
1134,20170919095600,6192,79600,79600,79500,79500
1133,20170919095700,7853,79600,79600,79400,79400
1132,20170919095800,1141,79500,79500,79400,79500
1131,20170919095900,4839,79500,79500,79400,79400
1130,20170919100000,29960,79400,79700,79400,79700
1129,20170919100100,9361,79700,79800,79600,79700
1128,20170919100200,5349,79600,79700,79500,79500
1127,20170919100300,6312,79600,79600,79500,79500
1126,20170919100400,3510,79600,79600,79500,79600
1125,20170919100500,1168,79600,79600,79500,79600
1124,20170919100600,2388,79500,79600,79500,79500
1123,20170919100700,8903,79600,79600,79500,79500
1122,20170919100800,17968,79500,79600,79400,79500
1121,20170919100900,4249,79500,79500,79400,79500
1120,20170919101000,21829,79400,79700,79400,79600
1119,20170919101100,2818,79600,79700,79600,79700
1118,20170919101200,806,79700,79700,79600,79600
1117,20170919101300,3795,79600,79700,79600,79600
1116,20170919101400,3507,79700,79700,79600,79600
1115,20170919101500,1718,79700,79700,79600,79700
1114,20170919101600,2785,79700,79700,79600,79700
1113,20170919101700,11556,79700,79700,79500,79500
1112,20170919101800,2132,79600,79600,79500,79500
1111,20170919101900,2083,79500,79600,79500,79600
1110,20170919102000,3204,79600,79600,79500,79500
1109,20170919102100,1576,79500,79600,79500,79600
1108,20170919102200,2052,79600,79600,79500,79500
1107,20170919102300,7635,79500,79600,79500,79600
1106,20170919102400,2870,79600,79600,79500,79600
1105,20170919102500,5240,79600,79600,79500,79500
1104,20170919102600,6584,79600,79600,79500,79600
1103,20170919102700,5932,79600,79600,79500,79600
1102,20170919102800,41854,79600,79600,79400,79400
1101,20170919102900,9622,79500,79500,79400,79400
1100,20170919103000,4692,79500,79500,79400,79500
1099,20170919103100,5996,79500,79500,79400,79500
1098,20170919103200,2821,79500,79500,79400,79400
1097,20170919103300,1544,79500,79500,79400,79500
1096,20170919103400,21724,79500,79600,79400,79600
1095,20170919103500,3240,79500,79600,79500,79600
1094,20170919103600,2505,79600,79600,79500,79600
1093,20170919103700,3447,79500,79600,79500,79500
1092,20170919103800,6360,79600,79600,79500,79600
1091,20170919103900,2223,79600,79600,79500,79600
1090,20170919104000,10702,79600,79600,79500,79600
1089,20170919104100,5452,79600,79600,79500,79600
1088,20170919104200,9433,79500,79600,79400,79400
1087,20170919104300,1954,79500,79500,79400,79500
1086,20170919104400,2818,79500,79500,79400,79400
1085,20170919104500,2171,79500,79500,79400,79400
1084,20170919104600,3330,79400,79500,79400,79500
1083,20170919104700,5335,79500,79500,79400,79500
1082,20170919104800,6202,79500,79500,79400,79400
1081,20170919104900,1746,79500,79500,79400,79500
1080,20170919105000,6200,79500,79500,79400,79500
1079,20170919105100,6170,79500,79500,79400,79500
1078,20170919105200,12795,79500,79600,79400,79400
1077,20170919105300,3821,79500,79500,79400,79400
1076,20170919105400,8835,79500,79500,79400,79500
1075,20170919105500,3349,79500,79500,79400,79500
1074,20170919105600,1817,79400,79500,79400,79400
1073,20170919105700,8304,79400,79500,79400,79500
1072,20170919105800,4025,79500,79500,79400,79500
1071,20170919105900,2590,79500,79500,79400,79500
1070,20170919110000,3434,79400,79500,79400,79500
1069,20170919110100,2267,79400,79500,79400,79500
1068,20170919110200,4845,79500,79500,79400,79400
1067,20170919110300,4406,79500,79500,79400,79400
1066,20170919110400,3196,79400,79500,79400,79500
1065,20170919110500,2559,79500,79500,79400,79500
1064,20170919110600,2212,79400,79500,79400,79500
1063,20170919110700,2722,79400,79500,79400,79400
1062,20170919110800,5058,79400,79500,79400,79400
1061,20170919110900,3113,79400,79500,79400,79400
1060,20170919111000,3079,79400,79500,79400,79500
1059,20170919111100,2849,79500,79500,79400,79500
1058,20170919111200,5600,79500,79500,79400,79500
1057,20170919111300,3084,79400,79500,79400,79500
1056,20170919111400,5899,79500,79500,79400,79400
1055,20170919111500,7504,79500,79500,79400,79500
1054,20170919111600,3792,79500,79500,79400,79500
1053,20170919111700,3275,79500,79500,79400,79400
1052,20170919111800,5744,79400,79500,79400,79500
1051,20170919111900,25532,79400,79500,79300,79400
1050,20170919112000,5201,79300,79400,79300,79400
1049,20170919112100,4820,79300,79400,79300,79400
1048,20170919112200,4809,79300,79400,79300,79400
1047,20170919112300,2937,79400,79400,79300,79400
1046,20170919112400,8143,79400,79400,79300,79300
1045,20170919112500,4580,79300,79400,79300,79400
1044,20170919112600,9314,79300,79400,79300,79400
1043,20170919112700,2378,79400,79400,79300,79400
1042,20170919112800,3080,79300,79400,79300,79400
1041,20170919112900,4091,79400,79400,79300,79400
1040,20170919113000,7062,79400,79400,79300,79400
1039,20170919113100,4469,79400,79400,79300,79400
1038,20170919113200,49578,79300,79400,79200,79200
1037,20170919113300,5110,79200,79300,79200,79200
1036,20170919113400,19626,79200,79300,79200,79200
1035,20170919113500,3981,79300,79300,79200,79300
1034,20170919113600,18032,79300,79300,79100,79200
1033,20170919113700,8026,79100,79200,79100,79100
1032,20170919113800,68844,79200,79200,79000,79000
1031,20170919113900,62416,79000,79100,78800,78900
1030,20170919114000,27170,78800,78900,78700,78800
1029,20170919114100,30648,78800,79200,78800,79100
1028,20170919114200,5120,79200,79200,79000,79000
1027,20170919114300,2547,79100,79100,79000,79000
1026,20170919114400,20682,79100,79100,78900,78900
1025,20170919114500,3762,79000,79000,78900,78900
1024,20170919114600,10313,78900,79000,78800,78800
1023,20170919114700,9934,78800,78900,78700,78800
1022,20170919114800,1878,78800,78900,78800,78800
1021,20170919114900,4987,78800,78900,78800,78800
1020,20170919115000,13642,78800,78900,78800,78800
1019,20170919115100,16080,78900,78900,78700,78800
1018,20170919115200,9795,78800,78900,78700,78800
1017,20170919115300,6911,78800,78800,78700,78700
1016,20170919115400,2950,78700,78800,78700,78700
1015,20170919115500,16134,78700,78800,78600,78700
1014,20170919115600,5184,78700,78700,78600,78600
1013,20170919115700,26371,78600,78700,78500,78500
1012,20170919115800,8347,78600,78600,78500,78600
1011,20170919115900,17315,78500,78700,78500,78600
1010,20170919120000,9829,78600,78700,78600,78700
1009,20170919120100,3279,78700,78700,78600,78700
1008,20170919120200,4740,78600,78700,78600,78700
1007,20170919120300,4920,78700,78700,78600,78600
1006,20170919120400,9701,78700,78800,78600,78800
1005,20170919120500,3729,78800,78800,78700,78800
1004,20170919120600,2763,78800,78800,78700,78800
1003,20170919120700,2580,78800,78800,78700,78800
1002,20170919120800,12153,78800,78900,78700,78900
1001,20170919120900,1783,78900,78900,78800,78800
1000,20170919121000,1389,78800,78900,78800,78800
999,20170919121100,1151,78900,78900,78800,78900
998,20170919121200,3920,78800,78900,78800,78800
997,20170919121300,2285,78900,78900,78800,78800
996,20170919121400,2756,78900,78900,78800,78900
995,20170919121500,3644,78900,78900,78800,78800
994,20170919121600,18630,78900,79000,78800,79000
993,20170919121700,18856,79000,79100,78900,79100
992,20170919121800,5446,79000,79100,78900,79000
991,20170919121900,2311,78900,79000,78900,79000
990,20170919122000,2596,79000,79000,78900,79000
989,20170919122100,1637,79000,79000,78900,78900
988,20170919122200,1898,78900,79000,78900,78900
987,20170919122300,2835,78900,79000,78900,79000
986,20170919122400,4688,78900,79000,78900,79000
985,20170919122500,11223,79000,79000,78800,78800
984,20170919122600,9705,78900,78900,78700,78800
983,20170919122700,2863,78800,78800,78700,78800
982,20170919122800,5830,78700,78800,78700,78700
981,20170919122900,2949,78700,78800,78700,78700
980,20170919123000,3480,78700,78800,78700,78700
979,20170919123100,4864,78800,78800,78700,78800
978,20170919123200,2637,78800,78800,78700,78700
977,20170919123300,3117,78700,78800,78700,78800
976,20170919123400,8240,78800,78900,78700,78900
975,20170919123500,3217,78900,78900,78800,78800
974,20170919123600,2692,78900,78900,78800,78900
973,20170919123700,3754,78800,78900,78800,78900
972,20170919123800,5072,78800,78900,78800,78900
971,20170919123900,3200,78900,78900,78800,78800
970,20170919124000,2936,78900,78900,78800,78800
969,20170919124100,3531,78900,78900,78800,78900
968,20170919124200,7594,78900,79000,78800,79000
967,20170919124300,6664,79000,79000,78900,79000
966,20170919124400,2256,78900,79000,78900,78900
965,20170919124500,11895,79000,79000,78800,78800
964,20170919124600,3696,78900,78900,78800,78800
963,20170919124700,2193,78800,78900,78800,78800
962,20170919124800,1596,78800,78900,78800,78900
961,20170919124900,1516,78800,78900,78800,78800
960,20170919125000,12466,78900,78900,78800,78900
959,20170919125100,14507,78900,79000,78800,78900
958,20170919125200,5778,79000,79000,78900,78900
957,20170919125300,25229,79000,79100,78900,79100
956,20170919125400,3272,79100,79100,79000,79100
955,20170919125500,17219,79100,79200,79000,79100
954,20170919125600,32519,79200,79300,79100,79100
953,20170919125700,14954,79200,79200,79000,79100
