,체결시간,거래량,시가,고가,저가,현재가
2119,20170914123700,1793,76400,76500,76400,76400
2118,20170914123800,2157,76400,76500,76400,76400
2117,20170914123900,9793,76400,76600,76400,76600
2116,20170914124000,1512,76600,76600,76500,76600
2115,20170914124100,2174,76600,76600,76500,76600
2114,20170914124200,1456,76500,76600,76500,76600
2113,20170914124300,5004,76500,76600,76500,76600
2112,20170914124400,1370,76600,76600,76500,76500
2111,20170914124500,1160,76600,76600,76500,76500
2110,20170914124600,15439,76500,76600,76400,76500
2109,20170914124700,4095,76500,76500,76400,76500
2108,20170914124800,765,76500,76500,76400,76500
2107,20170914124900,2350,76400,76500,76400,76500
2106,20170914125000,1326,76500,76500,76400,76500
2105,20170914125100,685,76500,76500,76400,76500
2104,20170914125200,2253,76500,76500,76400,76500
2103,20170914125300,1425,76500,76500,76400,76500
2102,20170914125400,1178,76500,76500,76400,76500
2101,20170914125500,1607,76400,76500,76400,76400
2100,20170914125600,2163,76400,76500,76400,76400
2099,20170914125700,1294,76400,76500,76400,76500
2098,20170914125800,897,76400,76500,76400,76400
2097,20170914125900,3150,76500,76500,76400,76500
2096,20170914130000,2560,76500,76500,76400,76500
2095,20170914130100,5505,76400,76500,76400,76500
2094,20170914130200,1944,76500,76500,76400,76400
2093,20170914130300,1425,76500,76500,76400,76500
2092,20170914130400,1577,76500,76500,76400,76500
2091,20170914130500,2817,76400,76500,76400,76500
2090,20170914130600,3243,76500,76500,76400,76500
2089,20170914130700,15796,76500,76600,76400,76500
2088,20170914130800,814,76500,76600,76500,76600
2087,20170914130900,4202,76500,76600,76500,76600
2086,20170914131000,2176,76600,76600,76400,76500
2085,20170914131100,2503,76400,76500,76400,76500
2084,20170914131200,2079,76400,76500,76400,76400
2083,20170914131300,1458,76400,76500,76400,76500
2082,20170914131400,2748,76500,76500,76400,76500
2081,20170914131500,13552,76500,76600,76400,76600
2080,20170914131600,873,76500,76600,76500,76500
2079,20170914131700,4486,76600,76600,76500,76500
2078,20170914131800,1762,76600,76600,76500,76600
2077,20170914131900,12408,76600,76600,76400,76500
2076,20170914132000,1291,76500,76500,76400,76500
2075,20170914132100,1763,76500,76500,76400,76500
2074,20170914132200,1874,76500,76500,76400,76400
2073,20170914132300,12597,76500,76500,76400,76500
2072,20170914132400,9325,76400,76500,76400,76500
2071,20170914132500,4629,76500,76600,76400,76600
2070,20170914132600,1394,76600,76600,76500,76600
2069,20170914132700,3679,76500,76600,76500,76600
2068,20170914132800,1874,76600,76600,76500,76500
2067,20170914132900,8334,76600,76600,76400,76400
2066,20170914133000,1071,76500,76500,76400,76500
2065,20170914133100,1808,76500,76500,76400,76400
2064,20170914133200,1023,76500,76500,76400,76500
2063,20170914133300,5841,76500,76500,76400,76500
2062,20170914133400,4134,76500,76500,76400,76400
2061,20170914133500,3206,76400,76500,76400,76500
2060,20170914133600,2839,76500,76500,76400,76500
2059,20170914133700,1830,76500,76500,76400,76400
2058,20170914133800,3432,76500,76500,76400,76400
2057,20170914133900,2995,76500,76500,76400,76400
2056,20170914134000,2123,76500,76500,76400,76500
2055,20170914134100,17057,76500,76500,76300,76300
2054,20170914134200,6996,76400,76400,76300,76300
2053,20170914134300,11430,76400,76400,76200,76200
2052,20170914134400,2126,76200,76300,76200,76300
2051,20170914134500,2038,76300,76300,76200,76200
2050,20170914134600,8455,76300,76300,76200,76200
2049,20170914134700,3615,76300,76300,76200,76300
2048,20170914134800,3799,76200,76300,76200,76300
2047,20170914134900,6608,76200,76300,76200,76300
2046,20170914135000,3902,76300,76300,76200,76300
2045,20170914135100,4146,76300,76300,76200,76300
2044,20170914135200,2454,76300,76400,76300,76300
2043,20170914135300,1980,76300,76400,76300,76400
2042,20170914135400,5241,76300,76400,76300,76400
2041,20170914135500,1797,76400,76400,76300,76300
2040,20170914135600,14020,76300,76400,76200,76400
2039,20170914135700,2202,76400,76400,76200,76400
2038,20170914135800,1749,76300,76400,76300,76300
2037,20170914135900,1978,76400,76400,76300,76300
2036,20170914140000,2464,76400,76400,76300,76300
2035,20170914140100,7843,76300,76400,76200,76400
2034,20170914140200,3047,76400,76400,76300,76300
2033,20170914140300,2012,76400,76400,76300,76300
2032,20170914140400,2140,76300,76400,76300,76300
2031,20170914140500,1735,76300,76300,76200,76200
2030,20170914140600,2585,76300,76300,76200,76300
2029,20170914140700,1816,76200,76300,76200,76300
2028,20170914140800,2017,76300,76300,76200,76200
2027,20170914140900,6490,76200,76300,76200,76200
2026,20170914141000,3839,76200,76400,76200,76300
2025,20170914141100,3527,76400,76400,76300,76300
2024,20170914141200,2215,76400,76400,76300,76300
2023,20170914141300,3871,76400,76400,76300,76400
2022,20170914141400,2506,76400,76400,76300,76400
2021,20170914141500,3697,76400,76400,76300,76400
2020,20170914141600,4636,76300,76400,76300,76400
2019,20170914141700,3224,76400,76400,76300,76400
2018,20170914141800,3754,76400,76400,76300,76400
2017,20170914141900,8284,76400,76400,76300,76400
2016,20170914142000,3303,76400,76400,76300,76300
2015,20170914142100,3643,76400,76400,76300,76400
2014,20170914142200,4490,76300,76400,76300,76400
2013,20170914142300,1860,76400,76400,76300,76400
2012,20170914142400,7477,76400,76400,76300,76300
2011,20170914142500,4303,76400,76400,76300,76400
2010,20170914142600,2632,76300,76400,76300,76400
2009,20170914142700,2296,76400,76400,76300,76300
2008,20170914142800,14484,76400,76400,76200,76300
2007,20170914142900,3155,76200,76300,76200,76300
2006,20170914143000,1847,76200,76300,76200,76300
2005,20170914143100,4504,76300,76300,76200,76300
2004,20170914143200,2805,76300,76300,76200,76200
2003,20170914143300,4696,76200,76300,76200,76300
2002,20170914143400,4936,76200,76300,76200,76300
2001,20170914143500,3389,76200,76300,76200,76200
2000,20170914143600,3027,76200,76300,76200,76200
1999,20170914143700,5506,76200,76300,76200,76300
1998,20170914143800,6373,76300,76300,76100,76300
1997,20170914143900,4375,76300,76300,76100,76100
1996,20170914144000,5113,76100,76300,76100,76200
1995,20170914144100,6402,76100,76200,76100,76200
1994,20170914144200,3432,76200,76200,76100,76200
1993,20170914144300,2916,76100,76200,76100,76100
1992,20170914144400,13491,76100,76400,76100,76300
1991,20170914144500,5169,76300,76400,76300,76300
1990,20170914144600,5121,76300,76400,76300,76300
1989,20170914144700,7746,76400,76400,76200,76400
1988,20170914144800,3490,76400,76400,76300,76300
1987,20170914144900,5425,76400,76400,76300,76300
1986,20170914145000,2103,76400,76400,76300,76300
1985,20170914145100,11066,76400,76400,76300,76300
1984,20170914145200,7301,76300,76400,76200,76300
1983,20170914145300,5812,76300,76400,76200,76300
1982,20170914145400,3580,76300,76400,76300,76400
1981,20170914145500,2452,76300,76400,76300,76400
1980,20170914145600,3037,76300,76400,76300,76300
1979,20170914145700,4728,76300,76400,76300,76300
1978,20170914145800,5723,76300,76400,76300,76400
1977,20170914145900,13556,76300,76500,76300,76400
1976,20170914150000,2877,76500,76500,76400,76500
1975,20170914150100,2300,76400,76500,76400,76500
1974,20170914150200,6767,76400,76500,76400,76500
1973,20170914150300,3503,76500,76500,76400,76400
1972,20170914150400,4363,76500,76500,76400,76400
1971,20170914150500,20785,76500,76500,76400,76400
1970,20170914150600,10682,76500,76600,76400,76600
1969,20170914150700,5885,76500,76600,76500,76500
1968,20170914150800,2298,76600,76600,76500,76500
1967,20170914150900,5188,76600,76600,76500,76600
1966,20170914151000,6862,76500,76600,76500,76500
1965,20170914151100,4968,76500,76600,76500,76500
1964,20170914151200,4280,76500,76600,76500,76600
1963,20170914151300,3912,76600,76600,76500,76500
1962,20170914151400,8607,76500,76600,76500,76600
1961,20170914151500,8441,76500,76600,76500,76600
1960,20170914151600,7902,76600,76700,76500,76600
1959,20170914151700,7244,76600,76700,76600,76700
1958,20170914151800,11576,76700,76700,76600,76700
1957,20170914151900,10641,76600,76700,76600,76700
1956,20170914153000,1037270,76800,76800,76800,76800
1955,20170914153500,12006,76800,76800,76800,76800
1954,20170915090000,108213,76100,76500,76000,76500
1953,20170915090100,23750,76500,76700,76400,76500
1952,20170915090200,12915,76500,76700,76500,76600
1951,20170915090300,12637,76500,76600,76300,76500
1950,20170915090400,14031,76500,76500,76200,76400
1949,20170915090500,11162,76400,76500,76300,76500
1948,20170915090600,6691,76500,76600,76500,76600
1947,20170915090700,12344,76600,76600,76300,76400
1946,20170915090800,13691,76400,76600,76400,76600
1945,20170915090900,29416,76600,76800,76500,76700
1944,20170915091000,40203,76800,77000,76700,77000
1943,20170915091100,29533,77000,77300,77000,77300
1942,20170915091200,19791,77200,77400,77200,77400
1941,20170915091300,28516,77400,77500,77200,77400
1940,20170915091400,28559,77400,77400,77000,77000
1939,20170915091500,11022,77100,77200,77000,77200
1938,20170915091600,3238,77100,77200,77100,77200
1937,20170915091700,2841,77100,77200,77100,77200
1936,20170915091800,15199,77200,77200,76900,76900
1935,20170915091900,25489,77000,77000,76800,76800
1934,20170915092000,11742,76900,77000,76800,77000
1933,20170915092100,9949,76900,77000,76800,76900
1932,20170915092200,17951,76900,76900,76700,76900
1931,20170915092300,5794,76800,76900,76800,76800
1930,20170915092400,6487,76800,76900,76700,76800
1929,20170915092500,5829,76800,76800,76600,76700
1928,20170915092600,4316,76700,76800,76700,76700
1927,20170915092700,4581,76700,76800,76600,76600
1926,20170915092800,10087,76700,76800,76600,76700
1925,20170915092900,9746,76800,76800,76600,76600
1924,20170915093000,13257,76600,76800,76600,76700
1923,20170915093100,5935,76700,76700,76600,76600
1922,20170915093200,3957,76600,76700,76600,76700
1921,20170915093300,8439,76700,76700,76600,76700
1920,20170915093400,25336,76600,76900,76600,76700
1919,20170915093500,15716,76800,77000,76700,76800
1918,20170915093600,3096,76900,76900,76800,76800
1917,20170915093700,9419,76800,77000,76800,76800
1916,20170915093800,6925,76900,76900,76800,76800
1915,20170915093900,1209,76800,76900,76800,76900
1914,20170915094000,15721,76800,76900,76800,76800
1913,20170915094100,3837,76900,76900,76700,76700
1912,20170915094200,1790,76700,76800,76700,76800
1911,20170915094300,5047,76800,76900,76700,76800
1910,20170915094400,5874,76900,76900,76800,76800
1909,20170915094500,5522,76800,76900,76800,76900
1908,20170915094600,4943,76800,76900,76800,76900
1907,20170915094700,18598,76900,77000,76800,77000
1906,20170915094800,7088,77000,77000,76900,77000
1905,20170915094900,10406,77000,77100,76900,77100
1904,20170915095000,14183,77000,77200,77000,77100
1903,20170915095100,2286,77100,77200,77100,77200
1902,20170915095200,3478,77200,77200,77100,77100
1901,20170915095300,6291,77200,77200,77100,77200
1900,20170915095400,6096,77200,77200,77100,77100
1899,20170915095500,7121,77100,77200,77000,77000
1898,20170915095600,3004,77100,77100,77000,77000
1897,20170915095700,10363,77000,77100,76900,77100
1896,20170915095800,1656,77100,77100,77000,77100
1895,20170915095900,8014,77100,77200,77000,77100
1894,20170915100000,2498,77100,77100,77000,77000
1893,20170915100100,8547,77000,77100,76900,77000
1892,20170915100200,1122,77000,77000,76900,76900
1891,20170915100300,8304,77000,77000,76900,77000
1890,20170915100400,772,77100,77100,77000,77000
1889,20170915100500,2081,77100,77100,77000,77000
1888,20170915100600,1625,77100,77100,77000,77100
1887,20170915100700,1669,77000,77100,77000,77100
1886,20170915100800,5194,77000,77100,77000,77100
1885,20170915100900,5751,77100,77100,77000,77000
1884,20170915101000,1388,77100,77100,77000,77100
1883,20170915101100,6081,77000,77200,77000,77100
1882,20170915101200,1533,77100,77200,77100,77200
1881,20170915101300,3235,77200,77200,77100,77200
1880,20170915101400,2936,77200,77200,77100,77100
1879,20170915101500,3878,77200,77200,77100,77100
1878,20170915101600,2779,77200,77200,77100,77100
1877,20170915101700,13735,77100,77200,77000,77000
1876,20170915101800,3301,77100,77100,77000,77100
1875,20170915101900,24862,77100,77100,76900,76900
1874,20170915102000,7558,77000,77000,76800,76900
1873,20170915102100,4639,76800,77000,76800,77000
1872,20170915102200,738,76900,77000,76900,77000
1871,20170915102300,1355,77000,77000,76900,76900
1870,20170915102400,1310,76900,77000,76900,76900
1869,20170915102500,2661,76900,77000,76900,76900
1868,20170915102600,2432,76900,77000,76900,76900
1867,20170915102700,4785,77000,77000,76900,76900
1866,20170915102800,1251,77000,77000,76900,76900
1865,20170915102900,1920,76900,77000,76900,76900
1864,20170915103000,1373,76900,77000,76900,76900
1863,20170915103100,2432,77000,77000,76900,77000
1862,20170915103200,3600,77000,77000,76900,76900
1861,20170915103300,15019,77000,77000,76800,76900
1860,20170915103400,1178,76900,76900,76800,76900
1859,20170915103500,1215,76900,76900,76800,76900
1858,20170915103600,3198,76800,76900,76800,76800
1857,20170915103700,2964,76900,76900,76800,76900
1856,20170915103800,1435,76800,76900,76800,76800
1855,20170915103900,1334,76800,76900,76800,76800
1854,20170915104000,1843,76900,76900,76800,76900
1853,20170915104100,1030,76800,76900,76800,76900
1852,20170915104200,1714,76800,76900,76800,76900
1851,20170915104300,1153,76800,76900,76800,76900
1850,20170915104400,3875,76900,76900,76800,76800
1849,20170915104500,3709,76900,76900,76800,76900
1848,20170915104600,3332,76900,76900,76800,76900
1847,20170915104700,15882,76900,77000,76800,77000
1846,20170915104800,831,77000,77000,76900,76900
1845,20170915104900,1430,77000,77000,76900,77000
1844,20170915105000,1233,77000,77000,76900,76900
1843,20170915105100,1015,77000,77000,76900,76900
1842,20170915105200,1513,76900,77000,76900,77000
1841,20170915105300,1304,77000,77000,76900,76900
1840,20170915105400,20310,76900,77000,76800,76900
1839,20170915105500,3921,76900,76900,76800,76900
1838,20170915105600,734,76900,76900,76800,76900
1837,20170915105700,2569,76800,76900,76800,76900
1836,20170915105800,1710,76900,76900,76800,76800
1835,20170915105900,1500,76800,76900,76800,76800
1834,20170915110000,2275,76900,76900,76800,76800
1833,20170915110100,2268,76800,76900,76800,76800
1832,20170915110200,7812,76900,77000,76800,77000
1831,20170915110300,1427,76900,77000,76900,76900
1830,20170915110400,725,77000,77000,76900,76900
1829,20170915110500,2215,76900,77000,76900,76900
1828,20170915110600,2748,77000,77000,76900,76900
1827,20170915110700,2012,76900,77000,76900,77000
1826,20170915110800,2063,76900,77000,76900,76900
1825,20170915110900,2210,76900,77000,76900,76900
1824,20170915111000,1925,77000,77000,76900,77000
1823,20170915111100,1794,77000,77000,76900,77000
1822,20170915111200,2217,77000,77000,76900,77000
1821,20170915111300,2387,76900,77000,76900,76900
1820,20170915111400,2640,77000,77000,76900,76900
1819,20170915111500,13965,77000,77000,76800,76900
1818,20170915111600,3578,76900,77000,76800,77000
1817,20170915111700,1160,76900,77000,76900,76900
1816,20170915111800,1517,77000,77000,76900,77000
1815,20170915111900,2048,77000,77000,76900,76900
1814,20170915112000,1336,76900,77000,76900,76900
1813,20170915112100,2185,76900,77000,76900,76900
1812,20170915112200,3488,77000,77000,76900,76900
1811,20170915112300,1657,76900,77000,76900,76900
1810,20170915112400,1990,76900,77000,76900,76900
1809,20170915112500,1952,76900,77000,76900,76900
1808,20170915112600,1576,77000,77000,76900,76900
1807,20170915112700,1868,76900,77000,76900,76900
1806,20170915112800,1499,76900,77000,76900,76900
1805,20170915112900,1384,76900,77000,76900,76900
1804,20170915113000,4775,76900,77000,76900,77000
1803,20170915113100,4271,76900,77000,76900,76900
1802,20170915113200,2229,76900,77000,76800,77000
1801,20170915113300,4076,76900,77000,76900,76900
1800,20170915113400,3215,76900,77000,76900,76900
1799,20170915113500,3176,76900,77000,76800,76800
1798,20170915113600,1803,76900,76900,76800,76800
1797,20170915113700,1318,76800,76900,76800,76800
1796,20170915113800,1540,76800,76900,76800,76900
1795,20170915113900,1967,76900,76900,76800,76800
1794,20170915114000,1345,76900,76900,76800,76800
1793,20170915114100,1680,76800,76900,76800,76800
1792,20170915114200,7824,76800,76900,76800,76900
1791,20170915114300,2628,76900,76900,76800,76900
1790,20170915114400,790,76900,76900,76800,76900
1789,20170915114500,2985,76800,76900,76800,76900
1788,20170915114600,8748,76900,77000,76800,76900
1787,20170915114700,2780,76900,77000,76900,77000
1786,20170915114800,2201,77000,77000,76900,76900
1785,20170915114900,1685,77000,77000,76900,77000
1784,20170915115000,2847,77000,77000,76900,76900
1783,20170915115100,2350,76900,77000,76900,77000
1782,20170915115200,1725,76900,77000,76900,77000
1781,20170915115300,2357,77000,77000,76900,77000
1780,20170915115400,3738,77000,77000,76900,77000
1779,20170915115500,1561,77000,77000,76900,76900
1778,20170915115600,3388,76900,77000,76900,77000
1777,20170915115700,2102,77000,77000,76900,76900
1776,20170915115800,4690,77000,77000,76900,76900
1775,20170915115900,1626,77000,77000,76900,76900
1774,20170915120000,2585,77000,77000,76900,76900
1773,20170915120100,26013,77000,77100,76900,77100
1772,20170915120200,4730,77100,77100,77000,77100
1771,20170915120300,10327,77100,77200,77000,77200
1770,20170915120400,2490,77200,77200,77100,77200
1769,20170915120500,1900,77200,77200,77100,77200
1768,20170915120600,975,77100,77200,77100,77200
1767,20170915120700,1329,77200,77200,77100,77200
1766,20170915120800,1615,77100,77200,77100,77200
1765,20170915120900,616,77100,77200,77100,77100
1764,20170915121000,18109,77200,77200,77000,77100
1763,20170915121100,1430,77100,77100,77000,77000
1762,20170915121200,831,77000,77100,77000,77100
1761,20170915121300,658,77000,77100,77000,77100
1760,20170915121400,699,77000,77100,77000,77000
1759,20170915121500,1157,77000,77100,77000,77000
1758,20170915121600,1179,77000,77100,77000,77000
1757,20170915121700,1391,77000,77100,77000,77100
1756,20170915121800,1126,77100,77100,77000,77000
1755,20170915121900,978,77000,77100,77000,77100
1754,20170915122000,2516,77100,77100,77000,77100
1753,20170915122100,4917,77100,77100,77000,77000
1752,20170915122200,2331,77000,77100,77000,77100
1751,20170915122300,860,77100,77100,77000,77100
1750,20170915122400,1683,77100,77100,77000,77000
1749,20170915122500,1357,77000,77100,77000,77000
1748,20170915122600,1164,77000,77100,77000,77100
1747,20170915122700,2508,77000,77100,77000,77100
1746,20170915122800,1378,77100,77100,77000,77000
1745,20170915122900,1884,77000,77100,77000,77100
1744,20170915123000,762,77000,77100,77000,77100
1743,20170915123100,1047,77000,77100,77000,77100
1742,20170915123200,1014,77100,77100,77000,77000
1741,20170915123300,5197,77000,77100,77000,77100
1740,20170915123400,10023,77100,77200,77000,77200
1739,20170915123500,1102,77100,77200,77100,77200
1738,20170915123600,455,77200,77200,77100,77100
1737,20170915123700,2192,77200,77200,77100,77200
1736,20170915123800,556,77200,77200,77100,77200
1735,20170915123900,2499,77200,77200,77100,77200
1734,20170915124000,2254,77100,77200,77100,77200
1733,20170915124100,2588,77200,77200,77100,77200
1732,20170915124200,2937,77100,77200,77100,77100
1731,20170915124300,1841,77100,77200,77100,77200
1730,20170915124400,1631,77100,77200,77100,77200
1729,20170915124500,2732,77200,77200,77100,77100
1728,20170915124600,1235,77100,77200,77100,77100
1727,20170915124700,1404,77200,77200,77100,77100
1726,20170915124800,708,77100,77200,77100,77100
1725,20170915124900,2310,77100,77200,77100,77200
1724,20170915125000,2301,77100,77200,77100,77200
1723,20170915125100,1210,77100,77200,77100,77200
1722,20170915125200,2321,77100,77200,77100,77200
1721,20170915125300,3851,77100,77200,77100,77200
1720,20170915125400,3571,77200,77200,77100,77200
1719,20170915125500,1343,77200,77200,77100,77200
1718,20170915125600,2058,77200,77200,77100,77200
1717,20170915125700,942,77100,77200,77100,77200
1716,20170915125800,2287,77200,77200,77100,77200
1715,20170915125900,10227,77100,77200,77100,77100
1714,20170915130000,1045,77200,77200,77100,77100
1713,20170915130100,10500,77100,77300,77100,77300
1712,20170915130200,2023,77300,77300,77200,77200
1711,20170915130300,1482,77200,77300,77200,77200
1710,20170915130400,1636,77200,77300,77200,77300
1709,20170915130500,1053,77300,77300,77200,77200
1708,20170915130600,903,77200,77300,77200,77300
1707,20170915130700,1777,77200,77300,77200,77300
1706,20170915130800,1599,77300,77300,77200,77300
1705,20170915130900,1852,77300,77300,77200,77200
1704,20170915131000,1653,77200,77300,77200,77300
1703,20170915131100,2448,77300,77300,77200,77200
1702,20170915131200,1635,77200,77300,77200,77300
1701,20170915131300,2481,77200,77300,77200,77300
1700,20170915131400,1161,77200,77300,77200,77200
1699,20170915131500,887,77200,77300,77200,77300
1698,20170915131600,2782,77200,77300,77200,77300
1697,20170915131700,764,77300,77300,77200,77200
1696,20170915131800,1523,77200,77300,77200,77200
1695,20170915131900,1300,77200,77300,77200,77300
1694,20170915132000,1795,77300,77300,77200,77200
1693,20170915132100,4256,77200,77300,77200,77200
1692,20170915132200,1322,77200,77300,77200,77300
1691,20170915132300,6874,77200,77300,77200,77300
1690,20170915132400,8073,77300,77300,77200,77300
1689,20170915132500,37861,77300,77400,77200,77400
1688,20170915132600,2834,77300,77400,77300,77400
1687,20170915132700,3687,77400,77400,77300,77300
1686,20170915132800,3907,77400,77400,77300,77300
1685,20170915132900,2908,77300,77400,77300,77400
1684,20170915133000,4902,77300,77400,77300,77400
1683,20170915133100,1684,77400,77400,77300,77300
1682,20170915133200,5241,77400,77400,77300,77400
1681,20170915133300,4121,77300,77400,77300,77400
1680,20170915133400,960,77300,77400,77300,77300
1679,20170915133500,1224,77300,77400,77300,77300
1678,20170915133600,4286,77300,77400,77300,77400
1677,20170915133700,1611,77400,77400,77300,77300
1676,20170915133800,984,77300,77400,77300,77400
1675,20170915133900,2850,77300,77400,77300,77400
1674,20170915134000,1614,77300,77400,77300,77300
1673,20170915134100,2440,77300,77400,77300,77400
1672,20170915134200,4231,77400,77400,77300,77300
1671,20170915134300,2986,77400,77400,77300,77400
1670,20170915134400,1650,77300,77400,77300,77300
1669,20170915134500,2677,77300,77400,77300,77400
1668,20170915134600,3939,77300,77400,77300,77300
1667,20170915134700,1731,77300,77400,77300,77300
1666,20170915134800,1496,77300,77400,77300,77300
1665,20170915134900,2995,77300,77400,77300,77400
1664,20170915135000,25277,77400,77400,77200,77200
1663,20170915135100,1070,77200,77300,77200,77200
1662,20170915135200,7971,77200,77300,77200,77300
1661,20170915135300,3635,77200,77300,77200,77200
1660,20170915135400,4309,77200,77300,77200,77300
1659,20170915135500,3716,77200,77300,77200,77200
1658,20170915135600,863,77200,77300,77200,77200
1657,20170915135700,1748,77200,77300,77200,77300
1656,20170915135800,4250,77200,77300,77200,77300
1655,20170915135900,1704,77200,77300,77200,77300
1654,20170915140000,1785,77200,77300,77200,77300
1653,20170915140100,2288,77200,77300,77200,77200
1652,20170915140200,3371,77200,77300,77200,77200
1651,20170915140300,5532,77200,77300,77200,77300
1650,20170915140400,23888,77200,77400,77200,77300
1649,20170915140500,4487,77400,77400,77300,77400
1648,20170915140600,1927,77400,77400,77300,77400
1647,20170915140700,3018,77400,77400,77300,77300
1646,20170915140800,21187,77300,77400,77200,77300
1645,20170915140900,15788,77200,77400,77200,77300
1644,20170915141000,1668,77300,77400,77300,77300
1643,20170915141100,891,77300,77400,77300,77300
1642,20170915141200,1712,77300,77400,77300,77400
1641,20170915141300,20035,77300,77400,77200,77300
1640,20170915141400,6118,77300,77300,77200,77300
1639,20170915141500,1045,77300,77300,77200,77300
1638,20170915141600,1315,77300,77300,77200,77300
1637,20170915141700,1488,77300,77300,77200,77300
1636,20170915141800,3629,77300,77300,77200,77200
1635,20170915141900,1541,77300,77300,77200,77300
1634,20170915142000,2507,77300,77300,77200,77300
1633,20170915142100,36857,77200,77300,77100,77200
1632,20170915142200,1136,77200,77200,77100,77200
1631,20170915142300,1108,77200,77200,77100,77100
1630,20170915142400,2197,77100,77200,77100,77100
1629,20170915142500,2334,77100,77200,77100,77200
1628,20170915142600,2733,77100,77200,77100,77200
1627,20170915142700,3794,77100,77200,77100,77200
1626,20170915142800,2914,77200,77200,77100,77200
1625,20170915142900,2664,77200,77200,77100,77100
1624,20170915143000,5720,77100,77200,77100,77100
1623,20170915143100,4213,77100,77200,77100,77100
1622,20170915143200,3087,77100,77200,77100,77100
1621,20170915143300,3144,77100,77200,77100,77200
1620,20170915143400,4575,77200,77200,77100,77200
1619,20170915143500,17487,77200,77300,77100,77200
1618,20170915143600,2182,77200,77300,77200,77300
1617,20170915143700,2818,77300,77300,77200,77200
1616,20170915143800,2783,77300,77300,77200,77300
1615,20170915143900,2668,77300,77300,77200,77300
1614,20170915144000,2810,77300,77300,77200,77300
1613,20170915144100,63541,77200,77400,77200,77400
1612,20170915144200,2975,77400,77400,77300,77400
1611,20170915144300,4656,77300,77400,77300,77300
1610,20170915144400,60185,77400,77400,77300,77400
1609,20170915144500,7156,77400,77400,77300,77400
1608,20170915144600,2790,77400,77400,77300,77400
1607,20170915144700,7960,77300,77400,77300,77400
1606,20170915144800,6410,77400,77400,77300,77300
1605,20170915144900,6458,77400,77400,77300,77400
1604,20170915145000,5389,77400,77400,77300,77300
1603,20170915145100,7301,77300,77400,77300,77300
1602,20170915145200,4030,77400,77400,77300,77400
1601,20170915145300,5047,77400,77400,77300,77300
1600,20170915145400,6389,77400,77400,77300,77300
1599,20170915145500,8596,77400,77400,77300,77300
1598,20170915145600,3285,77400,77400,77300,77400
1597,20170915145700,6268,77400,77400,77300,77400
1596,20170915145800,5032,77300,77400,77300,77400
1595,20170915145900,16025,77400,77400,77300,77400
1594,20170915150000,6505,77300,77400,77300,77400
1593,20170915150100,9952,77400,77400,77300,77400
1592,20170915150200,8319,77400,77400,77300,77400
1591,20170915150300,38987,77400,77500,77300,77400
1590,20170915150400,6685,77500,77500,77400,77400
1589,20170915150500,6947,77500,77500,77400,77400
1588,20170915150600,7474,77400,77500,77400,77500
1587,20170915150700,7246,77500,77500,77400,77500
1586,20170915150800,5779,77400,77500,77400,77400
1585,20170915150900,13073,77400,77500,77400,77500
1584,20170915151000,7783,77500,77500,77400,77500
1583,20170915151100,9787,77400,77500,77400,77500
1582,20170915151200,9685,77500,77500,77400,77500
1581,20170915151300,10479,77500,77500,77400,77500
1580,20170915151400,8869,77400,77500,77400,77400
1579,20170915151500,9643,77400,77500,77400,77400
1578,20170915151600,39285,77400,77500,77300,77300
1577,20170915151700,19434,77300,77500,77300,77400
1576,20170915151800,11190,77400,77500,77300,77300
1575,20170915151900,5840,77400,77400,77300,77400
1574,20170915153000,430389,77200,77200,77200,77200
1573,20170915153500,5638,77200,77200,77200,77200
1572,20170918090000,98801,78200,78200,77700,78000
1571,20170918090100,40650,78000,78200,77900,78100
1570,20170918090200,46995,78200,78600,78100,78500
1569,20170918090300,68712,78500,79200,78400,79100
1568,20170918090400,48770,79100,79100,78800,79000
1567,20170918090500,39212,79000,79400,79000,79400
1566,20170918090600,66243,79500,79700,79400,79700
1565,20170918090700,74239,79700,79900,79600,79900
1564,20170918090800,53734,79900,80000,79500,79600
1563,20170918090900,25832,79700,79700,79500,79600
1562,20170918091000,27317,79700,79700,79500,79500
1561,20170918091100,22414,79600,79600,79400,79500
1560,20170918091200,31003,79400,79600,79400,79500
1559,20170918091300,19399,79500,79600,79300,79500
1558,20170918091400,15375,79400,79500,79300,79400
1557,20170918091500,43857,79400,79500,79000,79100
1556,20170918091600,14821,79100,79300,79000,79300
1555,20170918091700,9291,79300,79400,79200,79300
1554,20170918091800,10316,79300,79400,79200,79300
1553,20170918091900,10277,79300,79400,79200,79300
1552,20170918092000,18455,79300,79500,79200,79500
1551,20170918092100,11794,79500,79500,79400,79500
1550,20170918092200,16439,79500,79600,79400,79600
1549,20170918092300,15893,79600,79700,79500,79700
1548,20170918092400,21971,79600,79800,79600,79800
1547,20170918092500,23864,79800,79800,79500,79600
1546,20170918092600,8916,79600,79700,79500,79600
1545,20170918092700,15435,79600,79700,79500,79600
1544,20170918092800,6930,79600,79700,79500,79700
1543,20170918092900,20475,79700,79700,79600,79700
1542,20170918093000,14822,79700,79700,79600,79600
1541,20170918093100,10416,79600,79700,79500,79500
1540,20170918093200,16864,79500,79700,79500,79600
1539,20170918093300,1946,79600,79600,79500,79500
1538,20170918093400,12508,79500,79700,79500,79600
1537,20170918093500,50539,79700,79800,79600,79700
